code,product
482,第一金全球水電瓦斯及基礎建設收益基金(配息類型)(美元)(本基金之配息來源可能為本金)
261,野村環球高收益債基金(月配)(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
284,(百元基金)野村環球高收益債基金(累積)(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
260,(百元基金)野村環球高收益債基金(累積)(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
AIA,柏瑞全球策略高收益債券基金Bt(月配息)(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
162,(百元基金)柏瑞全球策略高收益債券基金B(月配息)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
AV1,柏瑞全球策略高收益債券基金-N(月配息)(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
AV2,柏瑞全球策略高收益債券基金-N9(不配息)(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
161,柏瑞全球策略高收益債券基金A(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
285,野村環球高收益債基金(月配)(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
SP3,鋒裕匯理新興市場高收益債券基金-AD 月配型(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
SW3,鋒裕匯理新興市場高收益債券基金-ND 月配型(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
SZ1,鋒裕匯理全球高收益債券基金-ND 月配型(澳幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
FD8,富達亞洲高收益債券基金A股(月配息)(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
FN0,富蘭克林華美全球高收益債券基金-C分配型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
276,富蘭克林華美全球高收益債券基金B(月配息)(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
FS0,富蘭克林華美全球高收益債券基金NC月配(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
275,(百元基金)富蘭克林華美全球高收益債券基金(累積)(人民幣)(本基金主要係投資於非投資等級之高風險債券)
H19,(百元基金)復華全球資產證券化基金A(台幣)
H20,復華全球資產證券化基金B(季配息)(台幣)(本基金之配息來源可能為本金)
225,復華南非幣長期收益基金B類型-月配息(本基金之配息來源可能為本金)
A0W,柏瑞新興邊境高收益債券基金N(澳幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
AW0,柏瑞新興邊境高收益債券基金N(澳幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
AK3,柏瑞新興邊境高收益債券基金B(澳幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
224,復華南非幣長期收益基金A類型
GU2,聯博債券收益組合基金AA配息(人民幣)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金)
AW1,柏瑞新興邊境高收益債券基金N9(澳幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
A1W,柏瑞新興邊境高收益債券基金N9(澳幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
A2I,柏瑞新興邊境高收益債券基金B(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
AV0,柏瑞新興邊境高收益債券基金N(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
A0V,柏瑞新興邊境高收益債券基金N(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
A1I,柏瑞新興邊境高收益債券基金A(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
NU1,路博邁收益成長多重資產基金N月配(南非幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
NV2,路博邁收益成長多重資產基金T月配(南非幣)(本基金得投資於非投資等級之高風險債券且配息來源可能為本金)
NU0,路博邁收益成長多重資產基金N累積(南非幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
NV1,路博邁收益成長多重資產基金T累積(南非幣)(本基金得投資於非投資等級之高風險債券且配息來源可能為本金)
313,富邦中國多重資產型基金(月配)(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金 )
312,(百元基金)富邦中國多重資產型基金(人民幣累積)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金 )
452,富邦策略高收益債券基金C(月配息)(新臺幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
451,富邦策略高收益債券基金A(不配息)(新臺幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
UV7,(百元基金)元大全球公用能源效率基金A(不配息)
UI3,保德信大中華基金(美元)
ST3,鋒裕匯理新興市場高收益債券基金-AD 月配型(澳幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
SZ3,鋒裕匯理新興市場高收益債券基金-ND 月配型(澳幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
GQ4,(百元基金)聯博全球高收益債券基金TA月配(新台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
GQ3,聯博全球高收益債券基金T2累積(新台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
314,富邦中國多重資產型基金(美元累積)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金 )
315,富邦中國多重資產型基金(美元月配)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金 )
473,摩根中國雙息平衡基金(累積)(本基金有相當比重投資於非投資等級之高風險債券)
474,摩根中國雙息平衡基金(月配)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
SZ2,鋒裕匯理新興市場高收益債券基金-N2 累積型(澳幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
ST2,鋒裕匯理新興市場高收益債券基金-A2 累積型(澳幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
415,富蘭克林華美新興趨勢傘型基金之積極回報債券組合基金-累積型(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
AW3,柏瑞特別股息收益基金-N(月配息)(澳幣)(本基金配息來源可能為本金)
AK0,柏瑞特別股息收益基金B(月配息)(澳幣)(本基金配息來源可能為本金)
342,(百元基金)復華中國新經濟平衡基金(人民幣-A類型)(本基金有相當比重投資於非投資等級之高風險債券)
343,復華中國新經濟平衡基金(人民幣-B類型)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
443,第一金全球高收益債券基金累積類型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
444,第一金全球高收益債券基金配息類型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
438,元大新東協平衡基金(美元)(本基金有相當比重投資於非投資等級之高風險債券)
K38,(百元基金)野村巴西基金
296,瀚亞亞太豐收平衡基金(配息)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
295,瀚亞亞太豐收平衡A基金(本基金有相當比重投資於非投資等級之高風險債券)
GJ5,第一金全球高收益債券基金配息類型(本基金主要投資於非投資等級高風險債券且基金之配息來源可能為本金)
GJ4,第一金全球高收益債券基金累積類型(本基金主要投資於非投資等級高風險債券且基金之配息來源可能為本金)
AY5,柏瑞多重資產特別收益基金-N(月配息)(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
AP3,柏瑞多重資產特別收益基金B(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
AP2,柏瑞多重資產特別收益基金A(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
PE3,瀚亞三至六年目標到期新興市場債券基金A-南非幣(本基金有相當比重投資於非投資等級之高風險債券)
FLB,富蘭克林華美目標2027組合基金(美元)
FKC,富蘭克林華美目標2037組合基金(新臺幣)
AN0,柏瑞多重資產特別收益基金A(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
AN1,柏瑞多重資產特別收益基金B(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
AX8,柏瑞多重資產特別收益基金-N(月配息)(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
FF1,富達亞洲總報酬基金A股(月配息)(人民幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
H14,(百元基金)復華奧林匹克全球組合基金(台幣)(本基金有相當比重投資於持有非投資等級高風險債券之基金)
PJ1,瀚亞印度策略收益平衡基金S(配息)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
P32,瀚亞印度策略收益平衡基金A(本基金有相當比重投資於非投資等級之高風險債券)
PJ0,瀚亞全球高收益債券基金S(配息)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
P30,瀚亞全球高收益債券基金(配息)(本基金主要係投資於非投資等級之高風險債券)
P29,瀚亞全球高收益債券A基金(本基金主要係投資於非投資等級之高風險債券)
P33,瀚亞印度策略收益平衡基金B(配息)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
FF0,富達亞洲總報酬基金A股(累積)(人民幣避險)(本基金有相當比重投資於非投資等級之高風險債券)
K47,野村環球高收益債基金(月配)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
306,柏瑞新興市場企業策略債券基金(人民幣)(本基金有相當比重投資於非投資等級之高風險債券)
K46,(百元基金)野村環球高收益債基金(累積)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
AX4,柏瑞新興市場企業策略債券基金-N(月配息)(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
307,柏瑞新興市場企業策略債券基金(月配息)(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
UH6,保德信全球基礎建設基金
323,國泰中港台基金(美元)
237,宏利中國高收益債券基金A(人民幣)(本基金主要係投資於非投資等級之高風險債券)
238,宏利中國高收益債券基金B月配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
PK0,瀚亞全球高收益債券基金S(配息)-人民幣(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
255,富蘭克林華美全球高收益債券B基金(月配息)(澳幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
254,富蘭克林華美全球高收益債券基金(累積)(澳幣)(本基金主要係投資於非投資等級之高風險債券)
278,瀚亞全球高收益債券基金(配息)-人民幣(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
277,(百元基金)瀚亞全球高收益債券A基金-人民幣(本基金主要係投資於非投資等級之高風險債券)
209,宏利中國高收益債券基金A(美元)(本基金主要係投資於非投資等級之高風險債券)
217,宏利中國高收益債券基金B月配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
416,富蘭克林華美新興趨勢傘型基金之積極回報債券組合基金-月配息型(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
376,貝萊德亞洲高收益債券基金(月配)(美元)(本基金主要係投資於非投資等級之高風險債券且配息可能涉及本金)
478,富蘭克林華美全球醫療保健基金(新臺幣)
PK3,瀚亞多重收益優化組合基金S(配息)-人民幣(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金)
PA3,瀚亞多重收益優化組合基金B(配息)-人民幣(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金)
MS0,路博邁收益成長多重資產基金N累積 (人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
H31,復華新興市場高收益債券基金B(月配息)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
FM0,富蘭克林華美多重資產收益基金(月配息)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
NX2,路博邁收益成長多重資產基金T月配(人民幣)(本基金得投資於非投資等級之高風險債券且配息來源可能為本金)
NS0,路博邁收益成長多重資產基金N月配 (人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
H30,(百元基金)復華新興市場高收益債券基金A(本基金主要係投資於非投資等級之高風險債券)
NX1,路博邁收益成長多重資產基金T累積(人民幣)(本基金得投資於非投資等級之高風險債券且配息來源可能為本金)
FL9,富蘭克林華美多重資產收益基金(累積)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
P36,瀚亞多重收益優化組合基金A(本基金得投資於非投資等級之高風險債券基金)
FKA,富蘭克林華美全球高收益債券基金-C分配型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
FQ0,富蘭克林華美全球高收益債券基金NC月配(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
FL4,富蘭克林華美全球高收益債券B基金-分配型(月配息)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
P37,瀚亞多重收益優化組合基金B(配息)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金)
PJ3,瀚亞多重收益優化組合基金S(配息)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金)
FL3,(百元基金)富蘭克林華美全球高收益債券基金-累積型(本基金主要係投資於非投資等級之高風險債券)
PB5,瀚亞三至六年目標到期新興市場債券基金A-美元(本基金有相當比重投資於非投資等級之高風險債券)
GK7,第一金全球水電瓦斯及基礎建設收益基金(配息類型)(本基金之配息來源可能為本金)
GK6,第一金全球水電瓦斯及基礎建設收益基金(累積類型)
FE1,富達亞洲總報酬基金A股(月配息)(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
FE0,富達亞洲總報酬基金A股(累積)(美元)(本基金有相當比重投資於非投資等級之高風險債券)
GP8,聯博債券收益組合基金AA配息(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金)
GP7,聯博債券收益組合基金A2(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金)
GP6,聯博新興市場企業債券基金AA(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
GP5,聯博新興市場企業債券基金A2(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
417,富蘭克林華美新興趨勢傘型基金之積極回報債券組合基金-累積型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
418,富蘭克林華美新興趨勢傘型基金之積極回報債券組合基金-月配息型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
298,瀚亞亞太豐收平衡基金(配息)-人民幣(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
PE4,瀚亞三至六年目標到期分配收益全球新興市場債券基金-配息(南非幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
FD5,富達亞洲總報酬基金A股(累積)(新臺幣)(本基金有相當比重投資於非投資等級之高風險債券)
FH2,富邦歐亞絲路多重資產型基金B(月配息)(新臺幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
FH1,富邦歐亞絲路多重資產型基金A(不配息)(新臺幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
NR1,路博邁收益成長多重資產基金N月配 (美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
NY2,路博邁收益成長多重資產基金T月配(美元)(本基金得投資於非投資等級之高風險債券且配息來源可能為本金)
FD6,富達亞洲總報酬基金A股(月配息)(新臺幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
NY1,路博邁收益成長多重資產基金T累積(美元)(本基金得投資於非投資等級之高風險債券且配息來源可能為本金)
NR0,路博邁收益成長多重資產基金N累積 (美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
PK1,瀚亞印度策略收益平衡基金S(配息)-人民幣(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
297,(百元基金)瀚亞亞太豐收平衡A基金-人民幣(本基金有相當比重投資於非投資等級之高風險債券)
453,富邦策略高收益債券基金A(不配息)(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
AV9,柏瑞多重資產特別收益基金-N(月配息)(新臺幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
PA1,瀚亞印度策略收益平衡基金B(配息)-人民幣(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
472,柏瑞多重資產特別收益基金B(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
471,柏瑞多重資產特別收益基金A(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
454,富邦策略高收益債券基金C(月配息)(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
H41,復華美元高收益債券指數基金A(新臺幣)(本基金主要係投資於非投資等級之高風險債券)
SV2,(百元基金)鋒裕匯理全球高收益債券基金-A2 累積型(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
SV3,鋒裕匯理全球高收益債券基金-N2 累積型(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
H42,復華美元高收益債券指數基金B(新臺幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
AW2,柏瑞全球策略高收益債券基金-N(月配息)(澳幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
268,柏瑞全球策略高收益債券基金B(月配息)(澳幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
SV5,(百元基金)鋒裕匯理全球高收益債券基金-AD 月配型(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
SV4,鋒裕匯理全球高收益債券基金-ND 月配型(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
PE5,瀚亞三至六年目標到期累積收益全球新興市場債券基金-累積(南非幣)(本基金有相當比重投資於非投資等級之高風險債券)
AW4,柏瑞多重資產特別收益基金-N(月配息)(澳幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
AK2,柏瑞多重資產特別收益基金B(澳幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
AK1,柏瑞多重資產特別收益基金A(澳幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
432,富蘭克林華美多重資產收益基金(累積)(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
145,(百元基金)野村全球生技醫療基金
222,柏瑞新興市場企業策略債券B基金(月配息)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
NT0,路博邁收益成長多重資基金N累積 (澳幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
AV5,柏瑞新興市場企業策略債券基金-N(月配息)(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
221,柏瑞新興市場企業策略債券A基金(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
NW1,路博邁收益成長多重資產基金T累積(澳幣)(本基金得投資於非投資等級之高風險債券且配息來源可能為本金)
NT1,路博邁收益成長多重資產基金N月配 (澳幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
NW2,路博邁收益成長多重資產基金T月配(澳幣)(本基金得投資於非投資等級之高風險債券且配息來源可能為本金)
433,富蘭克林華美多重資產收益基金(月配息)(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
PB6,瀚亞三至六年目標到期分配收益全球新興市場債券基金-配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
BUC,貝萊德全方位資產收益組合基金(累積)(本基金有相當比重投資於非投資等級之高風險債券基金)
BUD,貝萊德全方位資產收益組合基金(月配) (本基金有相當比重投資於非投資等級之高風險債券基金)
PB7,瀚亞三至六年目標到期累積收益全球新興市場債券基金-累積(美元)(本基金有相當比重投資於非投資等級之高風險債券)
SV6,鋒裕匯理新興市場高收益債券基金-A2 累積型(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
SV8,鋒裕匯理新興市場高收益債券基金-N2 累積型(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
338,富邦中國高收益債券基金(累積)(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
339,富邦中國高收益債券基金(月配)(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
SV9,鋒裕匯理新興市場高收益債券基金-ND 月配型(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
SV7,鋒裕匯理新興市場高收益債券基金-AD 月配型(新臺幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
TV0,安聯四季豐收債券組合基金(累積)(人民幣)(本基金有相當比重投資於非投資等級之高風險債券)
PA4,瀚亞三至六年目標到期新興市場債券基金A-人民幣(本基金有相當比重投資於非投資等級之高風險債券)
TV1,安聯四季豐收債券組合基金(月配)(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
TX1,安聯四季豐收債券組合基金-N類型(月配息)人民幣(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
FK8,(百元基金)富蘭克林華美新興趨勢傘型基金之積極回報債券組合基金-累積型(本基金有相當比重投資於非投資等級之高風險債券)
FK9,富蘭克林華美新興趨勢傘型基金之積極回報債券組合基金(月配息型)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
302,摩根亞洲總合高收益債券基金(月配)(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
412,富蘭克林華美富蘭克林全球債券組合基金(月配息型)(美元)(本基金之配息來源可能為本金)
411,富蘭克林華美富蘭克林全球債券組合基金(累積型)(美元)
462,兆豐國際目標策略ETF組合基金(新臺幣)
301,摩根亞洲總合高收益債券基金(月配)(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
K40,野村新興高收益債組合基金(月配)(本基金主要係投資於非投資等級之高風險債券基金且配息來源可能為本金)
K39,(百元基金)野村新興高收益債組合基金(累積)(本基金主要係投資於非投資等級之高風險債券基金且配息來源可能為本金)
TU1,安聯四季豐收債券組合基金(月配)(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
TY1,安聯四季豐收債券組合基金-N類型(月配息)美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
TU0,安聯四季豐收債券組合基金(累積)(美元)(本基金有相當比重投資於非投資等級之高風險債券)
192,群益多利策略組合基金
466,元大亞太優質高股息100指數基金B(季配息)(澳幣)
BV1,貝萊德全方位資產收益組合基金(月配)(人民幣)(本基金有相當比重投資於非投資等級之高風險債券基金且配息來源可能為本金)
UX3,元大新東協平衡基金(台幣)(本基金有相當比重投資於非投資等級之高風險債券)
TTA,安聯四季豐收債券組合基金(累積)(新臺幣)(本基金有相當比重投資於非投資等級之高風險債券)
TW1,安聯四季豐收債券組合基金-N類型(月配息)新臺幣(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
TTB,安聯四季豐收債券組合基金(月配)(新臺幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
JJ6,(百元基金)摩根全球平衡基金
235,瑞銀亞洲高收益債券基金B類型(月配息)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
437,瑞銀亞洲高收益債券基金A類型(累積)(本基金主要係投資於非投資等級之高風險債券)
FKB,富蘭克林華美目標2027組合基金(新臺幣)
P38,瀚亞三至六年目標到期新興市場債券基金A(本基金有相當比重投資於非投資等級之高風險債券)
NZ4,路博邁收益成長多重資產基金T月配(新臺幣)(本基金得投資於非投資等級之高風險債券且配息來源可能為本金)
NQ3,路博邁收益成長多重資產基金N月配 (新台幣)(本基金得投資於非投資等級之高風險債券且配息來源可能為本金)
NZ3,路博邁收益成長多重資產基金T累積(新臺幣)(本基金得投資於非投資等級之高風險債券且配息來源可能為本金)
NQ2,路博邁收益成長多重資產基金N累積 (新台幣)(本基金得投資於非投資等級之高風險債券且配息來源可能為本金)
H17,(百元基金)復華全球債券組合基金(台幣)(本基金有相當比重投資於持有非投資等級高風險債券之基金)
136,瀚亞精選傘型基金之債券精選組合基金A
308,柏瑞新興亞太策略債券A基金(人民幣)(本基金有相當比重投資於非投資等級之高風險債券)
AX9,柏瑞新興亞太策略債券基金-N9(不配息)(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
309,(百元基金)柏瑞新興亞太策略債券B基金(月配息)(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
AX5,柏瑞新興亞太策略債券基金-N(月配息)(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
GPB,聯博新興亞洲收益基金-AA月配(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
439,元大新興印尼機會債券基金(配息)(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
205,摩根亞洲總合高收益債券基金(月配息型)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
204,(百元基金)摩根亞洲總合高收益債券基金(累積型)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
BM3,(百元基金)元大全球ETF穩健組合基金(台幣)
322,國泰中港台基金
AI7,柏瑞旗艦全球債券組合基金(不配息)(台幣)(本基金有一定比例之投資包含高風險非投資等級債券基金)
AY7,柏瑞新興亞太策略債券基金-N(月配息)(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
AP7,柏瑞新興亞太策略債券基金-B(月配息)(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
AP6,柏瑞新興亞太策略債券基金-A(不配息)(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
AY6,柏瑞新興亞太策略債券基金-N9(不配息)(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
H25,(百元基金)復華高益策略組合基金(本基金主要係投資於持有非投資等級高風險債券之基金)
P39,瀚亞三至六年目標到期分配收益全球新興市場債券基金-配息(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
PA5,瀚亞三至六年目標到期分配收益全球新興市場債券基金-配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
DW8,永豐新興高收雙債組合基金-月配類型(本基金主要投資於高風險非投資等級債券基金且基金之配息來源可能為本金)
DW7,(百元基金)永豐新興高收雙債組合基金-累積類型(本基金主要投資於高風險非投資等級債券基金且基金之配息來源可能為本金)
373,貝萊德亞洲高收益債券基金(累積)(本基金主要係投資於非投資等級之高風險債券)
245,施羅德中國高收益債券基金-配息型(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
244,施羅德中國高收益債券基金-累積型(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
374,貝萊德亞洲高收益債券基金(月配)(本基金主要係投資於非投資等級之高風險債券且配息可能涉及本金)
CJ0,(百元基金)野村鑫全球債券組合基金
335,富邦中國高收益債券基金(月配)(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
334,(百元基金)富邦中國高收益債券基金(累積)(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
210,匯豐中國高收益債券基金(不配息)基金(本基金主要投資標的為非投資等級之高風險債券)
P40,瀚亞三至六年目標到期累積收益全球新興市場債券基金-累積(本基金有相當比重投資於非投資等級之高風險債券)
U16,統一全球債券組合基金(台幣)(本基金有一定比例投資高收益債券基金)
Q23,國泰全球基礎建設基金
CLA,野村亞太新興債券基金(累積)(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
GKA,聯博新興亞洲收益基金-AA月配(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
PA6,瀚亞三至六年目標到期累積收益全球新興市場債券基金-累積(人民幣)(本基金有相當比重投資於非投資等級之高風險債券)
